commit	event	strategy_name	sharpe	max_dd	note
83c573e	evolve	RangeExpansionBreakout	0.4343	-3.97	DISCARDED (reset): lengthened AVAX prior high 96h→120h. AVAX profit fell 7.37→6.99 and aggregate Sharpe/profit slipped; AVAX 96h remains preferred.
306fb6e	evolve	LeaderVolumeMomentum	0.6028	-6.83	DISCARDED (reset): adjusted BTC-only ROC 7.5→7.25. BTC extra trades worsened DD and aggregate Sharpe/profit; BTC ROC7.5 remains better risk-profile setting.
306fb6e	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded Leader BTC ROC7.25 test. Panic profile unchanged.
306fb6e	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded Leader BTC ROC7.25 test. Breakout profile unchanged.
e6e43fe	stable	LeaderVolumeMomentum	0.6129	-4.74	Stable during discarded BNB-looser panic RSI test. Momentum profile unchanged.
e6e43fe	evolve	PanicReboundMTF	0.5414	-5.72	DISCARDED (reset): raised base local RSI 32→34 so BNB could enter shallower panics while BTC/ETH stayed <30. BNB added trades but profit/pf fell and aggregate DD worsened; base RSI32 remains preferred.
e6e43fe	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded BNB-looser panic RSI test. Breakout profile unchanged.
caaae11	stable	LeaderVolumeMomentum	0.6129	-4.74	Stable during discarded breakout ROC4 test. Momentum profile unchanged.
caaae11	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded breakout ROC4 test. Panic profile unchanged.
caaae11	evolve	RangeExpansionBreakout	0.2383	-5.22	DISCARDED (reset): tightened breakout ROC 3→4. Sharpe/profit collapsed and BTC turned negative; ROC 3 is needed to catch viable breakouts before over-filtering.
e71d939	evolve	LeaderVolumeMomentum	0.6132	-4.74	Adjusted BTC-only ROC gate 7.5→7.75. Slightly improves Sharpe/profit/pf with the same DD; kept as the better low-drawdown BTC gate.
e71d939	stable	PanicReboundMTF	0.5433	-5.24	Stable during Leader BTC ROC7.75 test. Panic profile unchanged.
e71d939	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during Leader BTC ROC7.75 test. Breakout profile unchanged.
16241bc	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded BNB RSI31 panic test. Momentum profile unchanged.
16241bc	evolve	PanicReboundMTF	0.4834	-5.37	DISCARDED (reset): added BNB-only local RSI<31. BNB profit fell 15.2→11.6 and aggregate Sharpe/profit dropped; BNB base RSI32 remains preferred.
16241bc	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded BNB RSI31 panic test. Breakout profile unchanged.
e8e1482	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded breakout BTC ROC3 confirmation test. Momentum profile unchanged.
e8e1482	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded breakout BTC ROC3 confirmation test. Panic profile unchanged.
e8e1482	evolve	RangeExpansionBreakout	0.2220	-4.51	DISCARDED (reset): tightened BTC confirmation ROC 2→3. BTC improved, but ETH/SOL collapsed and aggregate Sharpe/profit fell badly; BTC ROC2 confirmation remains preferred for diversified breakout.
e423c62	evolve	LeaderVolumeMomentum	0.6132	-4.74	DISCARDED (reset): adjusted BTC-only ROC 7.75→7.875, but metrics/trades were identical. Threshold is non-binding here; keep cleaner ROC7.75.
e423c62	stable	PanicReboundMTF	0.5433	-5.24	Stable during neutral Leader BTC ROC7.875 test. Panic profile unchanged.
e423c62	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during neutral Leader BTC ROC7.875 test. Breakout profile unchanged.
246962e	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded panic exit RSI65 retest. Momentum profile unchanged.
246962e	evolve	PanicReboundMTF	0.4506	-6.21	DISCARDED (reset): lowered exit RSI 66→65 after entry refinements. Exited too early across BTC/ETH/BNB; Sharpe/profit collapsed and DD worsened. Exit RSI66 remains preferred.
246962e	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded panic exit RSI65 retest. Breakout profile unchanged.
74a6848	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during neutral breakout ROC-exit test. Momentum profile unchanged.
74a6848	stable	PanicReboundMTF	0.5433	-5.24	Stable during neutral breakout ROC-exit test. Panic profile unchanged.
74a6848	evolve	RangeExpansionBreakout	0.4422	-3.97	DISCARDED (reset): slowed ROC exit -3→-4, but metrics/trades were identical. ROC exit is non-binding under current EMA/RSI exits; keep original -3 for clarity.
9fc3bad	evolve	LeaderVolumeMomentum	0.5610	-5.58	DISCARDED (reset): slowed exit ROC -4→-4.5. Sharpe/profit/DD all worsened, especially AVAX/BTC; ROC -4 remains preferred with BTC ROC7.75 gate.
9fc3bad	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded Leader exit -4.5 test. Panic profile unchanged.
9fc3bad	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded Leader exit -4.5 test. Breakout profile unchanged.
a270f6f	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded panic exit RSI67 retest. Momentum profile unchanged.
a270f6f	evolve	PanicReboundMTF	0.5083	-6.83	DISCARDED (reset): raised exit RSI 66→67 after entry refinements. ETH improved, but BNB weakened and DD worsened; aggregate Sharpe/profit fell. Exit RSI66 remains bracketed best.
a270f6f	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded panic exit RSI67 retest. Breakout profile unchanged.
899e49b	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded breakout RSI84 exit test. Momentum profile unchanged.
899e49b	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded breakout RSI84 exit test. Panic profile unchanged.
899e49b	evolve	RangeExpansionBreakout	0.4064	-3.97	DISCARDED (reset): loosened RSI exit 82→84. BTC/ETH improved but SOL/AVAX weakened and aggregate Sharpe/profit fell; RSI82 remains bracketed against 80, 84, and no-exit.
74a6e0b	evolve	LeaderVolumeMomentum	0.5596	-4.74	DISCARDED (reset): added AVAX-only ROC>8. AVAX profit collapsed 27.5→16.7 and aggregate Sharpe/profit fell; AVAX should stay at ROC>7.
74a6e0b	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded Leader AVAX ROC8 test. Panic profile unchanged.
74a6e0b	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded Leader AVAX ROC8 test. Breakout profile unchanged.
b76af22	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded panic 4h RSI55 test. Momentum profile unchanged.
b76af22	evolve	PanicReboundMTF	0.4400	-7.54	DISCARDED (reset): loosened 4h RSI gate 50→55. Added noisy entries across BTC/ETH/BNB; Sharpe/profit fell and DD worsened sharply. 4h RSI50 remains preferred.
b76af22	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded panic 4h RSI55 test. Breakout profile unchanged.
1afb3ef	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded BNB breakout retest. Momentum profile unchanged.
1afb3ef	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded BNB breakout retest. Panic profile unchanged; BNB remains good only for mean reversion.
1afb3ef	evolve	RangeExpansionBreakout	0.3824	-3.97	DISCARDED (reset): re-enabled BNB under current lookbacks. BNB lost -3.7% with pf 0.24 and aggregate Sharpe/profit fell. BNB exclusion remains mandatory for breakout.
73868d8	evolve	LeaderVolumeMomentum	0.5627	-4.74	DISCARDED (reset): added SOL-only ROC>8. SOL profit fell 26.2→19.4 and aggregate Sharpe/profit dropped; SOL should stay at ROC>7.
73868d8	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded Leader SOL ROC8 test. Panic profile unchanged.
73868d8	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded Leader SOL ROC8 test. Breakout profile unchanged.
ddf45d8	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded stricter panic daily-regime test. Momentum profile unchanged.
ddf45d8	evolve	PanicReboundMTF	0.5024	-5.57	DISCARDED (reset): required close > 1d EMA50 * 1.02. PF improved but Sharpe/profit fell and DD worsened; BNB was over-filtered. Plain close > 1d EMA50 remains preferred.
ddf45d8	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded stricter panic daily-regime test. Breakout profile unchanged.
0305c70	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded breakout EMA34 exit test. Momentum profile unchanged.
0305c70	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded breakout EMA34 exit test. Panic profile unchanged.
0305c70	evolve	RangeExpansionBreakout	0.4101	-5.00	DISCARDED (reset): changed local EMA exit from EMA21 to EMA34. Profit ticked up but Sharpe fell and DD worsened, with BTC/ETH weakening. EMA21 exit remains preferred.
762cd22	evolve	LeaderVolumeMomentum	0.5793	-4.74	DISCARDED (reset): added ETH-only ROC>8. ETH profit fell 24.4→18.3 and aggregate Sharpe/profit dropped; ETH should stay at ROC>7.
762cd22	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded Leader ETH ROC8 test. Panic profile unchanged.
762cd22	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded Leader ETH ROC8 test. Breakout profile unchanged.
f1cc58c	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded panic EMA50 distance guard test. Momentum profile unchanged.
f1cc58c	evolve	PanicReboundMTF	0.4324	-6.75	DISCARDED (reset): tightened local EMA guard close>ema50*0.92→0.95. ETH collapsed and aggregate Sharpe/profit/DD worsened; 0.92 remains preferred.
f1cc58c	stable	RangeExpansionBreakout	0.4422	-3.97	Stable during discarded panic EMA50 distance guard test. Breakout profile unchanged.
70b0df4	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during breakout EMA13 exit test. Momentum profile unchanged.
70b0df4	stable	PanicReboundMTF	0.5433	-5.24	Stable during breakout EMA13 exit test. Panic profile unchanged.
70b0df4	evolve	RangeExpansionBreakout	0.4826	-3.55	Changed local EMA exit from EMA21 to EMA13. Sharpe 0.442→0.483, DD -3.97→-3.55, pf 1.64→1.73; BTC/AVAX quality improved with only tiny profit giveback. Kept.
3dc71c6	evolve	LeaderVolumeMomentum	0.6026	-4.74	DISCARDED (reset): added BTC-only volume>1.10× gate. Removed one useful BTC trade and lowered aggregate Sharpe/profit; base volume 1.05× remains enough for BTC.
3dc71c6	stable	PanicReboundMTF	0.5433	-5.24	Stable during discarded Leader BTC volume test. Panic profile unchanged.
3dc71c6	stable	RangeExpansionBreakout	0.4826	-3.55	Stable during discarded Leader BTC volume test. Breakout profile unchanged with EMA13 exit.
17d2079	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during panic EMA50 distance 0.90 test. Momentum profile unchanged.
17d2079	evolve	PanicReboundMTF	0.6074	-5.24	Loosened local EMA guard close>ema50*0.92→0.90. Strong improvement: Sharpe 0.543→0.607, profit 30.0→36.1, pf 1.75→1.86; BNB profit jumped while DD stayed flat. Kept.
17d2079	stable	RangeExpansionBreakout	0.4826	-3.55	Stable during panic EMA50 distance 0.90 test. Breakout profile unchanged.
fb9a412	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded breakout EMA8 exit test. Momentum profile unchanged.
fb9a412	stable	PanicReboundMTF	0.6074	-5.24	Stable during discarded breakout EMA8 exit test. Panic profile unchanged with EMA guard 0.90.
fb9a412	evolve	RangeExpansionBreakout	0.3591	-3.31	DISCARDED (reset): changed EMA13 exit to EMA8. DD improved but profit/Shapre collapsed, especially SOL. EMA13 remains preferred.
83db0fd	evolve	LeaderVolumeMomentum	0.6129	-4.74	DISCARDED (reset): adjusted BTC-only ROC 7.75→7.625. Reverted to the weaker 7.5-like profile; ROC7.75 remains preferred.
83db0fd	stable	PanicReboundMTF	0.6074	-5.24	Stable during discarded Leader BTC ROC7.625 test. Panic profile unchanged.
83db0fd	stable	RangeExpansionBreakout	0.4826	-3.55	Stable during discarded Leader BTC ROC7.625 test. Breakout profile unchanged.
1db4414	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during panic EMA50 distance 0.88 test. Momentum profile unchanged.
1db4414	evolve	PanicReboundMTF	0.6425	-4.72	Loosened local EMA guard 0.90→0.88. Strong improvement: Sharpe 0.607→0.643, profit 36.1→38.8, DD -5.24→-4.72; BNB profit expanded to 24.2 with pf 4.48. Kept.
1db4414	stable	RangeExpansionBreakout	0.4826	-3.55	Stable during panic EMA50 distance 0.88 test. Breakout profile unchanged.
f4ed2a7	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded breakout EMA10 exit test. Momentum profile unchanged.
f4ed2a7	stable	PanicReboundMTF	0.6425	-4.72	Stable during discarded breakout EMA10 exit test. Panic profile unchanged.
f4ed2a7	evolve	RangeExpansionBreakout	0.4163	-3.11	DISCARDED (reset): changed EMA13 exit to EMA10. DD improved, but profit and Sharpe fell materially as SOL was clipped. EMA13 remains preferred.
1b2f65c	evolve	LeaderVolumeMomentum	0.6026	-4.74	DISCARDED (reset): tightened BTC RSI confirmation 50→55. Removed a useful BTC trade and lowered aggregate Sharpe/profit; BTC RSI50 remains preferred.
1b2f65c	stable	PanicReboundMTF	0.6425	-4.72	Stable during discarded Leader BTC RSI55 test. Panic profile unchanged.
1b2f65c	stable	RangeExpansionBreakout	0.4826	-3.55	Stable during discarded Leader BTC RSI55 test. Breakout profile unchanged.
fdbd6a5	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during neutral panic EMA50 distance 0.86 test. Momentum profile unchanged.
fdbd6a5	evolve	PanicReboundMTF	0.6425	-4.72	DISCARDED (reset): loosened EMA50 distance 0.88→0.86, but metrics/trades were identical. 0.86 is non-binding; keep clearer 0.88.
fdbd6a5	stable	RangeExpansionBreakout	0.4826	-3.55	Stable during neutral panic EMA50 distance 0.86 test. Breakout profile unchanged.
d4e2680	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded breakout EMA15 exit test. Momentum profile unchanged.
d4e2680	stable	PanicReboundMTF	0.6425	-4.72	Stable during discarded breakout EMA15 exit test. Panic profile unchanged.
d4e2680	evolve	RangeExpansionBreakout	0.4521	-3.29	DISCARDED (reset): changed EMA13 exit to EMA15. DD improved slightly, but Sharpe/profit fell; EMA13 remains best tested exit speed.
8479dc8	evolve	LeaderVolumeMomentum	0.6132	-4.74	DISCARDED (reset): loosened BTC RSI confirmation 50→45, but metrics/trades were identical. RSI45 is non-binding; keep clearer RSI50.
8479dc8	stable	PanicReboundMTF	0.6425	-4.72	Stable during neutral Leader BTC RSI45 test. Panic profile unchanged.
8479dc8	stable	RangeExpansionBreakout	0.4826	-3.55	Stable during neutral Leader BTC RSI45 test. Breakout profile unchanged.
815715e	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during neutral panic EMA50 distance 0.80 test. Momentum profile unchanged.
815715e	evolve	PanicReboundMTF	0.6425	-4.72	DISCARDED (reset): loosened EMA50 distance 0.88→0.80, but metrics/trades were identical. Lower values are non-binding; keep 0.88 as the meaningful discovered boundary.
815715e	stable	RangeExpansionBreakout	0.4826	-3.55	Stable during neutral panic EMA50 distance 0.80 test. Breakout profile unchanged.
917f17c	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during breakout EMA12 exit test. Momentum profile unchanged.
917f17c	stable	PanicReboundMTF	0.6425	-4.72	Stable during breakout EMA12 exit test. Panic profile unchanged.
917f17c	evolve	RangeExpansionBreakout	0.5341	-3.55	Changed EMA13 exit to EMA12. Strong improvement: Sharpe 0.483→0.534, profit 21.6→24.0, pf 1.73→1.85 with DD flat; BTC/SOL/AVAX all improved. Kept.
220260a	evolve	LeaderVolumeMomentum	0.6132	-4.74	DISCARDED (reset): added ETH-only volume>1.10× gate, but metrics/trades were identical. Condition is non-binding; keep simpler global volume 1.05×.
220260a	stable	PanicReboundMTF	0.6425	-4.72	Stable during neutral Leader ETH volume test. Panic profile unchanged.
220260a	stable	RangeExpansionBreakout	0.5341	-3.55	Stable during neutral Leader ETH volume test. Breakout profile unchanged with EMA12 exit.
816656e	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded panic volume 1.25 retest. Momentum profile unchanged.
816656e	evolve	PanicReboundMTF	0.6413	-4.72	DISCARDED (reset): retested volume 1.15×→1.25× after EMA guard 0.88. Profit/PF rose trivially, but Sharpe/Sortino slipped; not enough improvement to replace risk-adjusted-best 1.15×.
816656e	stable	RangeExpansionBreakout	0.5341	-3.55	Stable during discarded panic volume 1.25 retest. Breakout profile unchanged.
efc97e2	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded breakout EMA11 exit test. Momentum profile unchanged.
efc97e2	stable	PanicReboundMTF	0.6425	-4.72	Stable during discarded breakout EMA11 exit test. Panic profile unchanged.
efc97e2	evolve	RangeExpansionBreakout	0.5003	-2.96	DISCARDED (reset): changed EMA12 exit to EMA11. DD improved, but Sharpe/profit/pf fell materially, mostly from SOL clipping. EMA12 remains preferred.
4f439ee	evolve	LeaderVolumeMomentum	0.6030	-4.74	DISCARDED (reset): added AVAX-only volume>1.10× gate. Removed a useful AVAX trade and lowered aggregate Sharpe/profit; global volume 1.05× remains preferred.
4f439ee	stable	PanicReboundMTF	0.6425	-4.72	Stable during discarded Leader AVAX volume test. Panic profile unchanged.
4f439ee	stable	RangeExpansionBreakout	0.5341	-3.55	Stable during discarded Leader AVAX volume test. Breakout profile unchanged.
1e8c5bb	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during panic volume 1.10 midpoint test. Momentum profile unchanged.
1e8c5bb	evolve	PanicReboundMTF	0.6558	-4.72	Lowered volume gate 1.15×→1.10×. Improvement: Sharpe 0.643→0.656, profit 38.8→39.3, pf 1.93→1.94 with DD flat; ETH and BNB improved. Kept.
1e8c5bb	stable	RangeExpansionBreakout	0.5341	-3.55	Stable during panic volume 1.10 midpoint test. Breakout profile unchanged.
ee9d84d	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable during discarded breakout volume 1.10 retest. Momentum profile unchanged.
ee9d84d	stable	PanicReboundMTF	0.6558	-4.72	Stable during discarded breakout volume 1.10 retest. Panic profile unchanged with volume 1.10×.
ee9d84d	evolve	RangeExpansionBreakout	0.5239	-3.10	DISCARDED (reset): loosened volume 1.15×→1.10× after EMA12 exit. DD/Calmar improved but Sharpe/profit fell; keep volume 1.15× for better risk-adjusted return.
6036683	evolve	LeaderVolumeMomentum	0.6120	-4.74	DISCARDED (reset): added SOL-only volume>1.10× gate. Metrics nearly flat but Sharpe/profit slightly below peak 0.6132; removed a useful SOL trade. Keep simpler global volume 1.05×.
6036683	stable	PanicReboundMTF	0.6558	-4.72	Stable at panic peak during discarded Leader SOL volume test.
6036683	stable	RangeExpansionBreakout	0.5341	-3.55	Stable at breakout peak during discarded Leader SOL volume test.
ce5937f	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable at momentum peak during discarded BNB panic exit test.
ce5937f	evolve	PanicReboundMTF	0.6036	-6.67	DISCARDED (reset): BNB-specific exit RSI 67 while BTC/ETH stayed 66. BNB profit fell 24.2→21.7 and aggregate Sharpe 0.656→0.604; BNB also wants RSI66 exit in this profile.
ce5937f	stable	RangeExpansionBreakout	0.5341	-3.55	Stable at breakout peak during discarded BNB panic exit test.
08f0f3e	stable	LeaderVolumeMomentum	0.6132	-4.74	Stable at momentum peak in final round.
08f0f3e	stable	PanicReboundMTF	0.6558	-4.72	Stable at panic mean-reversion peak in final round.
08f0f3e	evolve	RangeExpansionBreakout	0.4593	-3.56	DISCARDED (reset): disabled ETH entries. PF improved, but Sharpe 0.534→0.459 and profit 24.0→22.1; ETH is weak but diversifies breakout path. Keep ETH active.
